user_id,product_id,sort_order
28,126,1
28,127,2
28,128,3
28,129,4
28,130,5
28,131,6
56,132,1
56,133,2
56,134,3
56,135,4
56,136,5
56,137,6
56,138,7
173,141,1
173,143,2
173,144,3
173,145,4
173,146,5
173,147,6
